Treatment,treat,Group,Aperture
"Red light, PH=6.5",100mM,H,1.503
"Red light, PH=6.5",100mM,H,0.927
"Red light, PH=6.5",100mM,H,0.188
"Red light, PH=6.5",100mM,H,0.813
"Red light, PH=6.5",100mM,H,1.574
"Red light, PH=6.5",100mM,H,1.629
"Red light, PH=6.5",100mM,H,1.234
"Red light, PH=6.5",100mM,H,0.447
"Red light, PH=6.5",100mM,H,2.4
"Red light, PH=6.5",100mM,H,2.641
"Red light, PH=6.5",100mM,H,0.535
"Red light, PH=6.5",100mM,H,0.419
"Red light, PH=6.5",100mM,H,0.603
"Red light, PH=6.5",100mM,H,1.155
"Red light, PH=6.5",100mM,H,0.284
"Red light, PH=6.5",100mM,H,3.872
"Red light, PH=6.5",100mM,H,2.493
"Red light, PH=6.5",100mM,H,2.497
"Red light, PH=6.5",100mM,H,1.466
"Red light, PH=6.5",100mM,H,2.045
"Red light, PH=6.5",100mM,H,4.731
"Red light, PH=6.5",100mM,H,1.626
"Red light, PH=6.5",100mM,H,5.759
"Red light, PH=6.5",100mM,H,4.308
"Red light, PH=6.5",100mM,H,5.231
"Red light, PH=6.5",100mM,H,4.101
"Red light, PH=6.5",100mM,H,2.844
"Red light, PH=6.5",100mM,H,4.649
"Red light, PH=6.5",100mM,H,1.69
"Red light, PH=6.5",100mM,H,2.106
"Red light, PH=6.5",100mM,H,1.814
"Red light, PH=6.5",100mM,H,1.8
"Red light, PH=6.5",100mM,H,0.721
"Red light, PH=6.5",100mM,H,0.298
"Red light, PH=6.5",100mM,H,0.694
"Red light, PH=6.5",100mM,H,0.631
"Red light, PH=6.5",100mM,H,0.472
"Red light, PH=6.5",100mM,H,0.48
exp2,0mM,C,1.792
exp2,0mM,C,1.413
exp2,0mM,C,2.269
exp2,0mM,C,3.487
exp2,0mM,C,6.495
exp2,0mM,C,3.202
exp2,0mM,C,2.86
exp2,0mM,C,4.476
exp2,0mM,C,0.549
exp2,0mM,C,2.073
exp2,0mM,C,2.488
exp2,0mM,C,2.754
exp2,0mM,C,2.163
exp2,0mM,C,3.11
exp2,0mM,C,2.699
exp2,0mM,C,2.487
exp2,0mM,C,2.788
exp2,0mM,C,3.343
exp2,0mM,C,1.424
exp2,0mM,C,2.699
exp2,0mM,C,1.513
exp2,0mM,C,3.932
exp2,0mM,C,1.1
exp2,0mM,C,0.6
exp2,0mM,C,1.068
exp2,0mM,C,0.764
exp2,0mM,C,0.4
exp2,0mM,C,0.2
exp2,0mM,C,0.914
exp2,0mM,C,2.882
exp2,0mM,C,4.114
exp2,0mM,C,1.981
exp2,0mM,C,1.519
exp2,0mM,C,3.759
exp2,0mM,C,2.37
exp2,0mM,C,6.596
exp2,0mM,C,1.373
exp2,0mM,C,2.775
exp2,0mM,C,2.057
exp2,0mM,C,0.614
exp2,0mM,C,3.287
exp2,0mM,C,2.854
exp2,0mM,C,5.077
exp2,0mM,C,3.566
exp2,0mM,C,0.974
exp2,0mM,C,5.43
exp2,0mM,C,1.478
exp2,0mM,C,3.313
exp2,0mM,C,3.313
exp2,0mM,C,2.403
exp2,0mM,C,3.636
exp2,0mM,C,1.688
exp2,0mM,C,5.2
exp2,0mM,C,3.497
exp2,0mM,C,2.332
exp2,0mM,C,1.252
exp2,0mM,C,3.202
exp2,0mM,C,5.47
exp2,0mM,C,3.736
exp2,0mM,C,2.388
exp2,0mM,C,3.009
exp2,0mM,C,1.51
exp2,0mM,C,4.813
exp2,0mM,C,3.296
exp2,0mM,C,2.625
exp2,0mM,C,2.653
exp2,0mM,C,2.157
exp2,0mM,C,1.017
exp2,0mM,C,2.347
exp2,0mM,C,4.767
exp2,0mM,C,1.829
exp2,0mM,C,1.866
exp2,0mM,C,2.789
exp2,0mM,C,1.638
exp2,0mM,C,0.736
exp2,0mM,C,0.388
exp2,0mM,C,2.106
exp2,0mM,C,2.444
exp2,0mM,C,2.832
exp2,0mM,C,2.306
exp2,0mM,C,2.016
exp2,0mM,C,1.51
exp2,0mM,C,3.464
exp2,0mM,C,4.115
exp2,0mM,C,2.001
exp2,0mM,C,1.863
exp2,0mM,C,3.523
exp2,0mM,C,5.487
exp2,0mM,C,2.641
exp2,0mM,C,2.715
exp2,0mM,C,4.272
exp2,0mM,C,1.908
exp2,0mM,C,2.983
exp2,0mM,C,3.301
exp2,0mM,C,3.439
exp2,0mM,C,3.07
exp2,0mM,C,2.489
exp2,0mM,C,1.698
exp2,0mM,C,3.032
exp2,0mM,C,2.818
exp2,0mM,C,1.555
exp2,0mM,C,3.74
exp2,0mM,C,1.192
exp2,0mM,C,3.642
exp2,0mM,C,3.417
exp2,0mM,C,2.462
exp2,0.4mM,D,3.891
exp2,0.4mM,D,4.714
exp2,0.4mM,D,2.4
exp2,0.4mM,D,4.686
exp2,0.4mM,D,2.958
exp2,0.4mM,D,4.87
exp2,0.4mM,D,6.991
exp2,0.4mM,D,2.986
exp2,0.4mM,D,4.205
exp2,0.4mM,D,3.016
exp2,0.4mM,D,4.265
exp2,0.4mM,D,3.646
exp2,0.4mM,D,2.073
exp2,0.4mM,D,7.438
exp2,0.4mM,D,3.999
exp2,0.4mM,D,6.325
exp2,0.4mM,D,4.045
exp2,0.4mM,D,9.451
exp2,0.4mM,D,6.076
exp2,0.4mM,D,5.938
exp2,0.4mM,D,4.693
exp2,0.4mM,D,3.812
exp2,0.4mM,D,5.257
exp2,0.4mM,D,5.091
exp2,0.4mM,D,4.899
exp2,0.4mM,D,6.284
exp2,0.4mM,D,6.243
exp2,0.4mM,D,6.812
exp2,0.4mM,D,6.648
exp2,0.4mM,D,4.453
exp2,0.4mM,D,4.725
exp2,0.4mM,D,4.374
exp2,0.4mM,D,4.34
exp2,0.4mM,D,2.624
exp2,0.4mM,D,1.884
exp2,0.4mM,D,2.986
exp2,0.4mM,D,5.045
exp2,0.4mM,D,6.264
exp2,0.4mM,D,6.833
exp2,0.4mM,D,5.257
exp2,0.4mM,D,6.962
exp2,0.4mM,D,6.742
exp2,0.4mM,D,4.471
exp2,0.4mM,D,8.814
exp2,0.4mM,D,9.805
exp2,0.4mM,D,6.395
exp2,0.4mM,D,5.036
exp2,0.4mM,D,5.442
exp2,0.4mM,D,4.559
exp2,0.4mM,D,6.28
exp2,0.4mM,D,4.418
exp2,0.4mM,D,8.101
exp2,0.4mM,D,1.729
exp2,0.4mM,D,6.575
exp2,0.4mM,D,4.917
exp2,0.4mM,D,2.331
exp2,0.4mM,D,3.331
exp2,0.4mM,D,7.387
exp2,0.4mM,D,4.132
exp2,1M,E,1.07
exp2,1M,E,1.685
exp2,1M,E,1.848
exp2,1M,E,1.349
exp2,1M,E,1.538
exp2,1M,E,4.114
exp2,1M,E,0.799
exp2,1M,E,1.185
exp2,1M,E,1.47
exp2,1M,E,4.264
exp2,1M,E,0.875
exp2,1M,E,0.716
exp2,1M,E,0.736
exp2,1M,E,0.549
exp2,1M,E,0.478
exp2,1M,E,0.679
exp2,1M,E,2.865
exp2,1M,E,1.554
exp2,1M,E,1.123
exp2,1M,E,1.124
exp2,1M,E,2.679
exp2,1M,E,4.531
exp2,1M,E,1.676
exp2,1M,E,3.331
exp2,1M,E,3.464
exp2,1M,E,3.331
exp2,1M,E,4.686
exp2,1M,E,0.735
exp2,1M,E,3.337
exp2,1M,E,2.148
exp2,1M,E,2.466
exp2,1M,E,2.029
exp2,1M,E,0.721
exp2,1M,E,3.778
exp2,1M,E,2.655
exp2,1M,E,1.566
exp2,1M,E,1.416
exp2,1M,E,1.752
exp2,1M,E,2.185
exp2,1M,E,1.561
exp2,1M,E,3.361
exp2,1M,E,2.39
exp2,1M,E,4.644
exp2,1M,E,6.573
exp2,1M,E,2.864
exp2,1M,E,3.928
exp2,1M,E,2.932
exp2,1M,E,2.764
exp2,1M,E,3.555
exp2,1M,E,3.645
exp2,1M,E,2.415
exp2,1M,E,6.796
exp2,1M,E,3.394
exp2,1M,E,4.011
exp2,1M,E,3.304
exp2,1M,E,1.737
exp2,1M,E,3.209
exp2,1M,E,2.892
exp2,1M,E,2.214
exp2,1M,E,3.259
exp2,1M,E,2.877
exp2,1M,E,2.265
exp2,1M,E,2.971
exp2,1M,E,4.714
exp2,1M,E,4.905
exp2,1M,E,3.6
exp2,1M,E,2.446
exp2,1M,E,4.888
exp2,1M,E,3.199
exp2,1M,E,2.457
exp2,1M,E,3.054
exp2,1M,E,2.644
exp2,1M,E,2.378
exp2,1M,E,2.883
exp2,1M,E,4.334
exp2,1M,E,2.952
exp2,1M,E,3.259
exp2,1M,E,2.277
exp2,1M,E,3.702
exp2,1M,E,5.064
exp2,1M,E,2.331
exp2,1M,E,3.482
exp2,1M,E,5.862
exp2,1M,E,1.882
exp2,1M,E,4.649
exp2,1M,E,6.137
exp2,1M,E,4.463
exp2,1M,E,4.952
exp2,1M,E,3.065
exp2,1M,E,3.399
exp2,1M,E,4.04
exp2,1M,E,4.359
exp2,1M,E,4.094
exp2,1M,E,6.24
exp2,1M,E,1.599
exp2,1M,E,3.554
exp2,1M,E,7.239
exp2,1M,E,3.505
exp2,1M,E,3.961
exp2,1M,E,7.62
exp2,1M,E,3.651
exp2,1M,E,6.768
exp2,1M,E,9.74
exp2,30mM,F,2.952
exp2,30mM,F,0.695
exp2,30mM,F,0.875
exp2,30mM,F,1.881
exp2,30mM,F,2.801
exp2,30mM,F,5.356
exp2,30mM,F,1.475
exp2,30mM,F,0.787
exp2,30mM,F,1.155
exp2,30mM,F,1.068
exp2,30mM,F,1.465
exp2,30mM,F,0.12
exp2,30mM,F,0.446
exp2,30mM,F,0.733
exp2,30mM,F,0.323
exp2,30mM,F,0.895
exp2,30mM,F,0.471
exp2,30mM,F,1.266
exp2,30mM,F,2.952
exp2,30mM,F,1.338
exp2,30mM,F,0.533
exp2,30mM,F,1.617
exp2,30mM,F,1.758
exp2,30mM,F,1.115
exp2,30mM,F,0.826
exp2,30mM,F,3.815
exp2,30mM,F,2.571
exp2,30mM,F,1.32
exp2,30mM,F,0.316
exp2,30mM,F,0.74
exp2,30mM,F,1.366
exp2,30mM,F,0.562
exp2,30mM,F,1.866
exp2,30mM,F,0.213
exp2,30mM,F,3.651
exp2,30mM,F,2.462
exp2,30mM,F,1.228
exp2,30mM,F,3.218
exp2,30mM,F,1.235
exp2,30mM,F,0.222
exp2,30mM,F,2.594
exp2,30mM,F,0.802
exp2,30mM,F,0.786
exp2,30mM,F,2.595
exp2,30mM,F,1.579
exp2,30mM,F,5.702
exp2,30mM,F,1.981
exp2,30mM,F,2.242
exp2,30mM,F,1.463
exp2,30mM,F,2.425
exp2,30mM,F,2.07
exp2,30mM,F,2.347
exp2,30mM,F,3.012
exp2,30mM,F,0.48
exp2,30mM,F,2.417
exp2,30mM,F,2.206
exp2,30mM,F,3.119
exp2,30mM,F,1.327
exp2,30mM,F,3.774
exp2,30mM,F,3.096
exp2,30mM,F,3.659
exp2,30mM,F,4.761
exp2,30mM,F,3.05
exp2,30mM,F,1.8
exp2,30mM,F,1.591
exp2,30mM,F,4.987
exp2,30mM,F,3.892
exp2,30mM,F,0.251
exp2,30mM,F,2.656
exp2,30mM,F,4.242
exp2,30mM,F,3.708
exp2,30mM,F,1.332
exp2,30mM,F,5.271
exp2,30mM,F,3.082
exp2,30mM,F,4.297
exp2,30mM,F,2.983
exp2,30mM,F,3.736
exp2,30mM,F,2.367
exp2,30mM,F,2.811
exp2,30mM,F,2.859
exp2,30mM,F,3.319
exp2,30mM,F,3.379
exp2,30mM,F,4.214
exp2,30mM,F,3.27
exp2,30mM,F,3.404
exp2,30mM,F,3.333
exp2,30mM,F,1.981
exp2,30mM,F,2.208
exp2,30mM,F,2.208
exp2,30mM,F,1.581
exp2,30mM,F,2.867
exp2,30mM,F,3.664
exp2,30mM,F,1.554
exp2,30mM,F,1.52
exp2,30mM,F,0.397
exp2,30mM,F,0.569
exp2,50mM,G,2.12
exp2,50mM,G,0.899
exp2,50mM,G,0.659
exp2,50mM,G,0.731
exp2,50mM,G,0.307
exp2,50mM,G,0.721
exp2,50mM,G,1.067
exp2,50mM,G,1.467
exp2,50mM,G,1.876
exp2,50mM,G,2.092
exp2,50mM,G,1.158
exp2,50mM,G,2.731
exp2,50mM,G,1.803
exp2,50mM,G,0.24
exp2,50mM,G,0.167
exp2,50mM,G,0.984
exp2,50mM,G,0.377
exp2,50mM,G,0.14
exp2,50mM,G,0.137
exp2,50mM,G,1.022
exp2,50mM,G,1.551
exp2,50mM,G,2.251
exp2,50mM,G,2.22
exp2,50mM,G,2.801
exp2,50mM,G,0.778
exp2,50mM,G,2.22
exp2,50mM,G,2.133
exp2,50mM,G,0.723
exp2,50mM,G,1.162
exp2,50mM,G,1.182
exp2,50mM,G,0.211
exp2,50mM,G,0.298
exp2,50mM,G,1.461
exp2,50mM,G,1.581
exp2,50mM,G,1.216
exp2,50mM,G,0.48
exp2,50mM,G,1.602
exp2,50mM,G,1.373
exp2,50mM,G,2.207
exp2,50mM,G,0.893
exp2,50mM,G,0
exp2,50mM,G,0.298
exp2,50mM,G,0.478
exp2,50mM,G,0.805
exp2,50mM,G,2.117
exp2,50mM,G,1.998
exp2,50mM,G,1.243
exp2,50mM,G,1.312
exp2,50mM,G,2.614
exp2,50mM,G,1.28
exp2,50mM,G,0.632
exp2,50mM,G,0.647
exp2,50mM,G,0.379
exp2,50mM,G,1.917
exp2,50mM,G,1.96
exp2,50mM,G,1.134
exp2,50mM,G,2.056
exp2,50mM,G,1.752
exp2,50mM,G,1.921
exp2,50mM,G,2.547
exp2,50mM,G,1.698
exp2,50mM,G,0.906
exp2,50mM,G,1.554
exp2,50mM,G,1.132
exp2,50mM,G,2.119
exp2,50mM,G,0.354
exp2,50mM,G,1.109
exp2,50mM,G,0.879
exp2,50mM,G,2.537
exp2,50mM,G,0.848
exp2,50mM,G,0.577
exp2,50mM,G,0.573
exp2,50mM,G,2.279
exp2,50mM,G,1.319
exp2,50mM,G,1.097
exp2,50mM,G,0.961
exp2,50mM,G,0.708
exp2,50mM,G,0.974
exp2,50mM,G,1.696
exp2,50mM,G,1.114
exp2,50mM,G,0.708
exp2,50mM,G,1.729
exp2,50mM,G,2.614
exp2,50mM,G,0.666
exp2,50mM,G,1.332
exp2,50mM,G,1.195
exp2,50mM,G,3.176
exp2,50mM,G,2.34
exp2,50mM,G,1.158
exp2,50mM,G,3.339
exp2,50mM,G,2.45
exp2,50mM,G,1.461
exp2,50mM,G,1.461
exp2,50mM,G,1.416
exp2,50mM,G,3.733
exp2,50mM,G,1.571
exp2,50mM,G,0.359
exp2,50mM,G,1.545
exp2,50mM,G,2.463
exp2,50mM,G,0.388
exp2,50mM,G,0.239
exp2,50mM,G,0.926
exp2,50mM,G,2.177
exp2,50mM,G,0.562
exp2,50mM,G,0.838
exp2,50mM,G,0.471
exp2,50mM,G,0.366
exp2,50mM,G,0.333
exp2,50mM,G,0.355
exp2,50mM,G,1.103
exp2,50mM,G,0.444
exp2,50mM,G,0.537
exp2,50mM,G,0.444
exp2,50mM,G,0.866
exp2,50mM,G,0.721
exp2,50mM,G,0.54
exp2,50mM,G,0.419
exp2,50mM,G,0.824
exp2,50mM,G,0.167
exp2,50mM,G,0.298
exp2,50mM,G,0.307
exp2,50mM,G,0.226
exp2,50mM,G,0.222
exp2,50mM,G,3.082
exp2,50mM,G,0.604
exp2,50mM,G,0.666
exp2,50mM,G,1.344
exp2,50mM,G,0.871
exp2,50mM,G,0.453
exp2,50mM,G,0.978
exp2,50mM,G,0.885
exp2,50mM,G,0.628
exp2,50mM,G,0.824
exp2,50mM,G,1.654
exp2,50mM,G,0.999
exp2,50mM,G,1.748
exp2,50mM,G,3.215
exp2,50mM,G,1.185
exp2,50mM,G,2.325
exp2,50mM,G,0.866
exp2,50mM,G,1.732
exp2,50mM,G,0.894
exp2,50mM,G,1.247
exp2,50mM,G,1.356
exp2,50mM,G,0.896
exp2,50mM,G,0.537
exp2,50mM,G,0.32
exp2,50mM,G,1.32
exp2,50mM,G,0.869
exp2,50mM,G,1.461
exp2,100mM,H,0.447
exp2,100mM,H,0.2
exp2,100mM,H,0.755
exp2,100mM,H,0.298
exp2,100mM,H,2.796
exp2,100mM,H,0.549
exp2,100mM,H,1.794
exp2,100mM,H,0.285
exp2,100mM,H,0.199
exp2,100mM,H,0.149
exp2,100mM,H,0.358
exp2,100mM,H,0.533
exp2,100mM,H,1.264
exp2,100mM,H,0.149
exp2,100mM,H,0.211
exp2,100mM,H,0.199
exp2,100mM,H,0.188
exp2,100mM,H,0.34
exp2,100mM,H,0.348
exp2,100mM,H,0.044
exp2,100mM,H,0.199
exp2,100mM,H,1.47
exp2,100mM,H,1.959
exp2,100mM,H,0.993
exp2,100mM,H,2.053
exp2,100mM,H,0.834
exp2,100mM,H,0.347
exp2,100mM,H,0.834
exp2,100mM,H,0.421
exp2,100mM,H,2.247
exp2,100mM,H,1.867
exp2,100mM,H,0.133
exp2,100mM,H,2.197
exp2,100mM,H,2.133
exp2,100mM,H,1.792
exp2,100mM,H,1.28
exp2,100mM,H,0.934
exp2,100mM,H,0.998
exp2,100mM,H,1.18
exp2,100mM,H,0.686
exp2,100mM,H,1.008
exp2,100mM,H,0.32
exp2,100mM,H,1.7
exp2,100mM,H,1.461
exp2,100mM,H,1.036
exp2,100mM,H,0.916
exp2,100mM,H,2.5
exp2,100mM,H,0.739
exp2,100mM,H,1.609
exp2,100mM,H,0.596
exp2,100mM,H,1.036
exp2,100mM,H,0.333
exp2,100mM,H,0.888
exp2,100mM,H,0.549
exp2,100mM,H,0.843
exp2,100mM,H,1.013
exp2,100mM,H,1.91
exp2,100mM,H,1.002
exp2,100mM,H,0.686
exp2,100mM,H,0.537
exp2,100mM,H,1.158
exp2,100mM,H,2.833
exp2,100mM,H,0.4
exp2,100mM,H,1.099
exp2,100mM,H,0.6
exp2,100mM,H,0.359
exp2,100mM,H,0.942
exp2,100mM,H,1.256
exp2,100mM,H,1.908
exp2,100mM,H,1.706
exp2,100mM,H,1.996
exp2,100mM,H,2.111
exp2,100mM,H,1.353
exp2,100mM,H,0.666
exp2,100mM,H,1.75
exp2,100mM,H,1.406
exp2,100mM,H,0.805
exp2,100mM,H,1.015
exp2,100mM,H,1.332
exp2,100mM,H,1.882
exp2,100mM,H,3.651
exp2,100mM,H,0.843
exp2,100mM,H,1.379
exp2,100mM,H,2.132
exp2,100mM,H,0.533
exp2,100mM,H,0.444
exp2,100mM,H,0.596
exp2,100mM,H,0.298
exp2,100mM,H,1.158
