Genotype ,Treatment,Letter,Aperture
aha1-6,50mM,H,0.556
aha1-6,50mM,H,0.133
aha1-6,50mM,H,1.053
aha1-6,50mM,H,0.266
aha1-6,50mM,H,0.584
aha1-6,50mM,H,0.759
aha1-6,50mM,H,0.745
aha1-6,50mM,H,0.735
aha1-6,50mM,H,0.577
aha1-6,50mM,H,0.506
aha1-6,50mM,H,0.533
aha1-6,50mM,H,0.745
aha1-6,50mM,H,0.518
aha1-6,50mM,H,0.813
aha1-6,50mM,H,0.133
aha1-6,50mM,H,1.036
aha1-6,50mM,H,0.447
aha1-6,50mM,H,0.716
aha1-6,50mM,H,0.333
aha1-6,50mM,H,0.707
aha1-6,50mM,H,0.283
aha1-6,50mM,H,0.239
aha1-6,50mM,H,0.777
aha1-6,50mM,H,0.359
aha1-6,50mM,H,0.222
aha1-6,50mM,H,0.73
aha1-6,50mM,H,0.355
aha1-6,50mM,H,0.776
aha1-6,50mM,H,0.141
aha1-6,50mM,H,0.226
aha1-6,50mM,H,0.427
aha1-6,50mM,H,0.211
aha1-6,50mM,H,0.986
aha1-6,50mM,H,0.596
aha1-6,50mM,H,0.447
aha1-6,50mM,H,0.188
aha1-6,50mM,H,0.133
aha1-6,50mM,H,0.281
Col-0,100mM,I,0.298
Col-0,100mM,I,0.199
Col-0,100mM,I,0.76
Col-0,100mM,I,0.838
Col-0,100mM,I,0.471
Col-0,100mM,I,0.178
Col-0,100mM,I,0.089
Col-0,100mM,I,0.067
Col-0,100mM,I,0.97
Col-0,100mM,I,0.843
Col-0,100mM,I,1.066
Col-0,100mM,I,0.906
Col-0,100mM,I,0.178
Col-0,100mM,I,0.251
Col-0,100mM,I,0.355
Col-0,100mM,I,0.562
Col-0,100mM,I,0.4
Col-0,100mM,I,0.298
Col-0,100mM,I,0.067
Col-0,100mM,I,0.178
Col-0,100mM,I,0.24
Col-0,100mM,I,0.298
Col-0,100mM,I,0.133
Col-0,100mM,I,0.26
Col-0,100mM,I,0.133
Col-0,100mM,I,0.133
Col-0,100mM,I,0.251
Col-0,100mM,I,0.133
Col-0,100mM,I,0.067
Col-0,100mM,I,0.167
Col-0,100mM,I,0.183
Col-0,100mM,I,0.199
Col-0,100mM,I,0.64
Col-0,100mM,I,0.4
Col-0,100mM,I,0.596
Col-0,100mM,I,0.089
Col-0,100mM,I,0.799
Col-0,100mM,I,0.533
Col-0,100mM,I,0.377
Col-0,100mM,I,0.405
Col-0,100mM,I,0.266
Col-0,100mM,I,0.133
Col-0,100mM,I,0.433
Col-0,100mM,I,0.16
Col-0,100mM,I,0.275
Col-0,100mM,I,0.596
Col-0,100mM,I,0.149
Col-0,100mM,I,0.16
Col-0,100mM,I,0.126
Col-0,100mM,I,0.133
Col-0,100mM,I,0.283
Col-0,100mM,I,0.24
aha1-6,100mM,I,1.244
aha1-6,100mM,I,0.397
aha1-6,100mM,I,0.577
aha1-6,100mM,I,0.4
aha1-6,100mM,I,0.266
aha1-6,100mM,I,0.178
aha1-6,100mM,I,0.089
aha1-6,100mM,I,0.266
aha1-6,100mM,I,0.133
aha1-6,100mM,I,0.067
aha1-6,100mM,I,0.089
aha1-6,100mM,I,0.266
aha1-6,100mM,I,0.4
aha1-6,100mM,I,0.199
aha1-6,100mM,I,0.533
aha1-6,100mM,I,0.549
aha1-6,100mM,I,0.421
aha1-6,100mM,I,0.44
aha1-6,100mM,I,0.502
aha1-6,100mM,I,0.099
aha1-6,100mM,I,0.12
aha1-6,100mM,I,0.089
aha1-6,100mM,I,0.4
aha1-6,100mM,I,0.178
aha1-6,100mM,I,0.178
aha1-6,100mM,I,0.596
aha1-6,100mM,I,1.13
aha1-6,100mM,I,0.14
aha1-6,100mM,I,0.033
aha1-6,100mM,I,0.033
aha1-6,100mM,I,0.24
aha1-6,100mM,I,0.211
aha1-6,100mM,I,0.24
aha1-6,100mM,I,0.421
aha1-6,100mM,I,0.222
aha1-6,100mM,I,0.033
aha1-6,100mM,I,0.149
aha1-6,100mM,I,0.089
aha1-6,100mM,I,0.251
aha1-6,100mM,I,0.533
aha1-6,100mM,I,0.199
aha1-6,100mM,I,0.211
aha1-6,100mM,I,1.066
aha1-6,100mM,I,0.266
aha1-6,100mM,I,0.266
aha1-6,100mM,I,0.266
aha1-6,100mM,I,0.133
aha1-6,100mM,I,0.126
aha1-6,100mM,I,0.281
aha1-6,100mM,I,0.32
aha1-6,100mM,I,0.044
aha1-6,100mM,I,0.2
aha1-6,100mM,I,0.067
aha1-6,100mM,I,0.333
aha1-6,100mM,I,0.149
aha1-6,100mM,I,0.471
aha1-6,100mM,I,0.266
aha1-6,100mM,I,0.298
aha1-6,100mM,I,0.647
