Genotype ,Treatment,Letter,Aperture
aha1-6,100mM,I,0.126
aha1-6,100mM,I,0.562
aha1-6,100mM,I,0.355
aha1-6,100mM,I,0.222
aha1-6,100mM,I,0.14
aha1-6,100mM,I,0.126
aha1-6,100mM,I,0.358
aha1-6,100mM,I,0.14
aha1-6,100mM,I,0.178
aha1-6,100mM,I,0.188
aha1-6,100mM,I,0.471
aha1-6,100mM,I,0.178
aha1-6,100mM,I,0.178
aha1-6,100mM,I,0.405
aha1-6,100mM,I,0.266
aha1-6,100mM,I,0.4
aha1-6,100mM,I,0.491
aha1-6,100mM,I,0.298
aha1-6,100mM,I,0.298
aha1-6,100mM,I,0.133
aha1-6,100mM,I,1.099
aha1-6,100mM,I,0.478
aha1-6,100mM,I,0.355
aha1-6,100mM,I,0.549
aha1-6,100mM,I,0.34
aha1-6,100mM,I,0.266
aha1-6,100mM,I,0.266
aha1-6,100mM,I,0.54
aha1-6,100mM,I,0.2
aha1-6,100mM,I,0.149
aha1-6,100mM,I,0.133
aha1-6,100mM,I,0.549
aha1-6,100mM,I,0.549
aha1-6,100mM,I,0.044
aha1-6,100mM,I,0.094
aha1-6,100mM,I,0.188
aha1-6,100mM,I,0.444
aha1-6,100mM,I,0.24
aha1-6,100mM,I,0.133
aha1-6,100mM,I,0.2
aha1-6,100mM,I,0.067
aha1-6,100mM,I,0.094
aha1-6,100mM,I,0.2
aha1-6,100mM,I,0.133
aha1-6,100mM,I,0.133
