,obs,Group,time,elapsed,date,hhmmss,averaging,fanrpm,TIME,E,Emm,A,Ca,Ci,Pci,Pca,gsw,gbw,gtw,gtc,Rabs,TleafEB,TleafCnd,SVPleaf,RHcham,VPcham,SVPcham,VPDleaf,LatHFlux,SenHFlux,NetTherm,EBSum,Leak,LeakPct,CorrFact,CorrFactPct,Fan,DarkAdaptedID,Qmax_d,Fo,Fm,Fv/Fm,A_dark,LightAdaptedID,Qmax,Fs,Fm',PhiPS2,PS2/1,Qabs_fs,A_fs,ETR,PhiCO2,NPQ,alt._Fo',DarkPulseID,Fmin,Fo',Fv'/Fm',qP,qN,qP_Fo,qN_Fo,qL,1-qL,ID,P1_dur,P1_Fmax,T@P1_Fmax,Q@P1_Fmax,P1_PredF,P1_??F,P2_dur,P2_ramp,P2_int,P2_int_se,P2_slp,P2_slp_se,P2_R2,P2_dQdt,P3_dur,P3_Fmax,T@P3_Fmax,Q@P3_Fmax,P3_PredF,P3_??F,ID,Dur,DCo,InitSlope,Fo,F1,T@F1,T@HIR,F2,T@F2,DCmax,T@DCmax,PhiPS2_dc,Qin,Qabs,alpha,convert,S,K,Geometry,Custom,TIME,CO2_s,CO2_r,H2O_s,H2O_r,CO2_a,H2O_a,Flow,Pa,??Pcham,Tair,Tleaf,Tleaf2,Offset,Offset2,Fan_speed,Qamb_in,Qamb_out,??CO2,CO2_s_d,CO2_r_d,??H2O,CO2_b,H2O_b,e_s,e_r,Td_s,Td_r,Q,f_red,f_blue,f_farred,F,Q_modavg,F_dc,Pc,Tled,TDigital,TPreamp,TPwrSpy,TDrive,Q_red,Q_blue,Q_farred,TSPF,state,F_avg,dF/dt,dF_dc/dt,F_dc_avg,period,time,hhmmss,co2_t,h2o_t,count,co2_adj,h2o_adj,co2_match,h2o_match,co2_at,h2o_at,co2_cv,h2o_cv,??CO2:MN,??CO2:SLP,??CO2:SD,??CO2:OK,??H2O:MN,??H2O:SLP,??H2O:SD,??H2O:OK,Stable,Total,State,Vflow,VPchamber,abs_c_a,abs_c_b,abs_h_a,abs_h_b,Wc_s,Wc_r,Wco_s,Wco_r,Ww_s,Ww_r,Wwo_s,Wwo_r,Flow_s_v,Flow_r_v,Tleaf_mv,Tleaf2_mv,Tleaf_j,Tleaf2_j,Console_RH,Console_T,Console_H2O,Fan_%,Flow_%,Pump,Tchp_pwm,Txchg_pwm,diag_20v,diag_5_4v,diag_12v,diag_5va,diag_3_3vf,AccCO2_soda,AccH2O_des,AccH2O_hum,CO2_hrs,ADC_CH1,ADC_CH2,ADC_CH3,ADC_CH4,ADC_CH5,ADC_CH6,ADC_CH7,ADC_CH8,DAC_1,DAC_2,DAC_3,DAC_4,GPIO,GPIO_dir,excit_5v,power_12v,power_5v,ch1_pullup,AuxPower,MatchValveR,MatchValveS,MatchCO2,MatchH2O,cf_co2_a,cf_co2_b,cf_co2_c,cf_co2_d,cf_h2o_a,cf_h2o_b,cf_h2o_c,cf_h2o_d,co2_fit_low,co2_fit_high,h2o_fit_low,h2o_fit_high,co2_elapsed,h2o_elapsed,CO2_f,CO2_f_s,Pump_f,Pump_f_s,Pump_p,Pump_p_s,Tboard,V_system,DIAG,Flow_s,Flow_r,Txchg,Tirga,Tchopper,Ts,Tr,CO2_%,Desiccant_%,Humidifier_%,Txchg_sp,CO2_r_sp,H2O_r_sp,SS_s,SS_r
6.5.24,48,c,1714988909,10948,20240506 12:48:28,0.533657407,none,5557.71,1714988909,0.001382831,1.382830627,8.587073221,416.388,294.3406761,29.71734402,42.03953598,0.122528855,1.970118899,0.118447271,0.074384932,63.8146236,25.7818586,24.824,3.146465932,60.06232713,1.997793688,3.326200937,1.148672244,-60.98283065,99.18174616,10.6800085,112.6935476,0,0,1,0,25166,-,-,0,0,0,0,-,-,0,0,0,0.5,0,0,0,0,0,0,-,0,0,0,0,0,0,0,0,1,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,399.841,335.86644,0.84,0.1596,2,0.5,0: Broadleaf,2,1714988909,416.388,419.843,19.7875,19.2764,416.213,19.6525,530.412,100.762,0.20041,25.7578,24.824,999.9,0,0,4890,0,0.226619,-3.45483,424.794,428.095,0.510872,419.843,19.2764,1.9938,1.94232,17.3952,16.9818,399.841,1,0,0,253.422,4.99918,1062.86,3828.49,35.125,37.687,36.875,37.375,38.062,394.84,0,0,1714988910,0,254.7559615,-3.352239284,-3.548034235,1062.685385,15,1714988923,0.533819444,1714988333,1714988923,134,-0.031,0,0.175,0.135,420,19,2.38,1.34,-3.563469756,-0.242916376,0.191742929,0,0.518196585,-0.161525624,0.023466056,0,0,2,0/2,3.14671,2.80763,0.102548,0.104346,0.0995495,0.0991311,26746.9,28130.7,28312,29353.1,32823.4,33460.4,40426.5,41597.9,1.8868,1.8112,0.0959635,0,23.247,999.9,68.7,26.4,23.5569,29.4646,24.2748,1,-0.233496,-0.741176,20.2631,5.23167,11.9009,4.962,3.292,6850.9,9999,9999,118,1.85852,1.85379,1.8558,1.85608,1.85577,1.8555,1.85043,1.85257,0,0,0,0,0,iiiiiiii,off,on,off,off,0,100,100,0.175,0.135,0.175095238,0,0,0,0.13476,0,0,0,-1,-1,-1,-1,9.6,10.7,1.02051,2.51099,1.59424,2.13867,1.50269,2.35596,31.3026,24.2276,18,527.501,517.418,24.9999,24.3507,30,24.3964,24.3785,20.496,19.5549,86.3458,25,420,19.277,100.954,100.731
6.5.24,49,c,1714988969,11008,20240506 12:49:28,0.534351852,none,5557.89,1714988969,0.001471623,1.471623372,8.689011973,416.44,299.9490801,30.28165393,42.04210914,0.13051137,1.99588507,0.125948835,0.079114659,63.8197308,25.72054079,24.8084,3.143536852,60.04711735,1.993951314,3.320644523,1.149585539,-64.89859072,99.12310602,10.53357934,108.5778254,0,0,1,0,25795,-,-,0,0,0,0,-,-,0,0,0,0.5,0,0,0,0,0,0,-,0,0,0,0,0,0,0,0,1,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,399.873,335.89332,0.84,0.1596,2,0.5,0: Broadleaf,2,1714988969,416.44,419.942,19.7507,19.2076,416.299,19.6161,531.231,100.756,0.199982,25.7296,24.8084,999.9,0,0,4995,0,0.226619,-3.4679,424.866,428.166,0.543077,419.942,19.2076,1.99001,1.93529,17.3651,16.9246,399.873,1,0,0,252.858,4.99918,1058.73,3828.8,35.75,39,37.625,39.187,38.875,394.87,0,0,1714988970,0,253.3721538,-1.630905976,-2.308376081,1059.662308,15,1714988986,0.534560185,1714988986,1714988923,135,-0.034,0,0.141,0.135,420,19,1.79,1.34,-3.5038115,-0.193960525,0.168603546,0,0.56324295,-0.125025794,0.016012923,0,0,2,0/2,3.1476,2.80769,0.10256,0.10436,0.0994115,0.0988709,26747.6,28129.8,28313.1,29352.6,32829.7,33469.9,40428,41597.8,1.8866,1.8116,0.0959635,0,23.2314,999.9,68.7,26.3,23.4217,29.4046,24.2067,1,-0.233963,-0.750545,20.2632,5.23406,11.8997,4.962,3.292,6852,9999,9999,118,1.85852,1.85382,1.85583,1.85602,1.85577,1.8555,1.85043,1.85263,0,0,0,0,0,iiiiiiii,off,on,off,off,0,100,100,0.141,0.1346,0.175095238,0,0,0,0.134605,0,0,0,-1,-1,-1,-1,10.6,0.8,1.02051,2.50977,1.59424,2.13867,1.50269,2.26685,31.3026,24.2188,18,527.338,517.642,24.9999,24.3466,30.0001,24.3923,24.3745,20.4988,19.8737,86.3458,25,420,19.2205,100.958,100.73
6.5.24,50,c,1714989029,11068,20240506 12:50:28,0.535046296,none,5557.71,1714989029,0.001445714,1.445714304,8.7935906,416.433,296.553742,29.93841784,42.04076156,0.12799146,2.014220928,0.123638732,0.077652951,63.8478204,25.74116466,24.805,3.14289878,59.9637094,1.992457078,3.322771553,1.150441702,-63.75600081,101.5757208,10.6963499,112.3638903,0,0,1,0,26242,-,-,0,0,0,0,-,-,0,0,0,0.5,0,0,0,0,0,0,-,0,0,0,0,0,0,0,0,1,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,400.049,336.04116,0.84,0.1596,2,0.5,0: Broadleaf,2,1714989029,416.433,419.97,19.7362,19.2027,416.292,19.6016,531.277,100.755,0.199443,25.7404,24.805,999.9,0,0,5070,0,0.226619,-3.53668,424.818,428.193,0.533476,419.97,19.2027,1.98852,1.93477,17.3532,16.9203,400.049,1,0,0,252.196,4.99918,1055.62,3830.51,36.25,39.812,38.187,40.625,39.5,395.05,0,0,1714989030,0,251.9002692,-0.888991466,-3.100854715,1056.134615,15,1714988986,0.534560185,1714988986,1714988923,135,-0.034,0,0.141,0.135,420,19,1.79,1.34,-3.489918293,0.168849199,0.199807483,0,0.54900878,0.056451136,0.016722452,1,1,2,45323,3.14765,2.80746,0.102558,0.104365,0.0993579,0.0988524,26747,28129.9,28312.4,29352.8,32831.2,33471,40427.4,41598.3,1.8876,1.811,0.0961125,0,23.2255,999.9,68.7,26.4,23.5601,30.1846,24.5353,1,-0.234573,-0.753595,20.2632,5.22927,11.8997,4.9616,3.292,6853.4,9999,9999,118,1.85852,1.85379,1.85577,1.85602,1.85577,1.85547,1.85043,1.85257,0,0,0,0,0,iiiiiiii,off,on,off,off,0,100,100,0.141,0.1346,0.141047619,0,0,0,0.134605,0,0,0,-1,-1,-1,-1,0.7,1.8,1.01929,2.49878,1.59424,2.13989,1.50269,2.31323,31.3244,24.2276,18,527.908,517.189,24.9999,24.3405,30.0001,24.3862,24.3684,20.4935,19.9601,86.3458,25,420,19.2035,100.956,100.731
6.5.24,51,c,1714989089,11128.4,20240506 12:51:29,0.535752315,none,5557.8,1714989089,0.001389818,1.389817873,9.737484194,416.519,278.1950868,28.08646024,42.05158497,0.121697047,1.962668203,0.11765497,0.073886337,63.8387232,25.79291928,24.8524,3.151804484,59.76759799,1.989570138,3.328844065,1.162234346,-61.29096819,97.21948506,10.51065946,110.2778995,0,0,1,0,24985,-,-,0,0,0,0,-,-,0,0,0,0.5,0,0,0,0,0,0,-,0,0,0,0,0,0,0,0,1,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,399.992,335.99328,0.84,0.1596,2,0.5,0: Broadleaf,2,1714989089,416.519,420.408,19.7066,19.193,416.378,19.572,530.541,100.759,0.200584,25.7712,24.8524,999.9,0,0,4860,0,0.226619,-3.88885,424.893,428.635,0.513552,420.408,19.193,1.98561,1.93387,17.3301,16.913,399.992,1,0,0,250.791,4.99918,1051.46,3829.96,36.812,40.437,38.687,41.687,40,394.99,0,0,1714989090,0,250.5315385,-0.070290587,-4.955213688,1052.45,15,1714988986,0.534560185,1714988986,1714988923,135,-0.034,0,0.141,0.135,420,19,1.79,1.34,-3.462792195,0.550085628,0.17862443,0,0.519935171,-0.008788831,0.004315431,1,1,2,45323,3.14683,2.80768,0.10258,0.104453,0.0992541,0.0988215,26747.1,28129,28313.1,29354.8,32835.2,33473.7,40427.6,41600.2,1.8864,1.813,0.0978112,0,23.2451,999.9,68.7,26.4,23.5591,29.9546,24.2869,1,-0.234817,-0.751852,20.2632,5.23526,11.9021,4.9616,3.292,6854.9,9999,9999,118,1.85852,1.85379,1.8558,1.85605,1.85577,1.8555,1.85043,1.8526,0,0,0,0,0,iiiiiiii,off,on,off,off,0,100,100,0.141,0.1346,0.141047619,0,0,0,0.134605,0,0,0,-1,-1,-1,-1,1.7,2.8,1.02051,2.5061,1.59424,2.13745,1.50269,2.35474,31.3026,24.2364,18,527.098,518.446,25,24.3344,30.0003,24.3801,24.3624,20.4948,19.9601,85.9751,25,420,19.2035,100.957,100.736
6.5.24,52,c,1714989149,11188.4,20240506 12:52:29,0.536446759,none,5557.8,1714989149,0.001380735,1.380734675,8.820383478,416.513,288.7626538,29.15458032,42.05274314,0.119879181,2.003332743,0.11603177,0.072855245,63.8518104,25.82818172,24.8871,3.158338035,59.59227314,1.987523259,3.335202962,1.170814776,-60.89039919,98.96376724,10.48558693,112.4107654,0,0,1,0,25970,-,-,0,0,0,0,-,-,0,0,0,0.5,0,0,0,0,0,0,-,0,0,0,0,0,0,0,0,1,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,400.074,336.06216,0.84,0.1596,2,0.5,0: Broadleaf,2,1714989149,416.513,420.051,19.6855,19.1758,416.372,19.5509,531.118,100.764,0.199819,25.8034,24.8871,999.9,0,0,5025,0,0.226619,-3.5379,424.877,428.263,0.509722,420.051,19.1758,1.98359,1.93223,17.314,16.8997,400.074,1,0,0,249.299,4.99918,1046.83,3830.76,36.25,39.062,37.937,39.375,39.187,395.07,0,0,1714989150,0,249.5816538,-0.978017059,-7.680683776,1047.423077,15,1714988986,0.534560185,1714988986,1714988923,135,-0.034,0,0.141,0.135,420,19,1.79,1.34,-3.4902315,-0.061850882,0.174272253,1,0.513069275,-0.004360379,0.004825446,1,2,2,45324,3.14746,2.80763,0.102585,0.104392,0.0991831,0.0987638,26747.3,28130.1,28313.5,29353.8,32837.8,33475.8,40427.6,41600.2,1.8874,1.8124,0.0990927,0,23.2588,999.9,68.6,26.4,23.5212,29.7446,24.6034,1,-0.235833,-0.751852,20.2611,5.23526,11.8985,4.962,3.292,6856.3,9999,9999,118,1.85852,1.85385,1.8558,1.85605,1.85577,1.85547,1.85043,1.8526,0,0,0,0,0,iiiiiiii,off,on,off,off,0,100,100,0.141,0.1346,0.141047619,0,0,0,0.134605,0,0,0,-1,-1,-1,-1,2.7,3.8,1.01929,2.49878,1.59424,2.13867,1.50269,2.32666,31.3026,24.2276,18,527.667,517.993,25,24.3262,30,24.374,24.3562,20.4934,19.9601,85.9751,25,420,19.2231,100.958,100.735
6.5.24,53,c,1714989209,11248.4,20240506 12:53:29,0.537141204,none,5557.71,1714989209,0.001350586,1.35058607,8.646477705,416.494,288.5689911,29.13392015,42.04922674,0.117343335,1.958955448,0.113573598,0.071312106,63.867132,25.80717331,24.8984,3.160468229,59.79857172,1.990506813,3.328686214,1.169961416,-59.56084568,92.09297174,9.977553469,106.3768115,0,0,1,0,24895,-,-,0,0,0,0,-,-,0,0,0,0.5,0,0,0,0,0,0,-,0,0,0,0,0,0,0,0,1,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,400.17,336.1428,0.84,0.1596,2,0.5,0: Broadleaf,2,1714989209,416.494,419.96,19.7158,19.2175,416.353,19.5812,531.39,100.759,0.200982,25.7704,24.8984,999.9,0,0,4845,0,0.226619,-3.46622,424.87,428.189,0.498323,419.96,19.2175,1.98654,1.93633,17.3375,16.9331,400.17,1,0,0,248.78,4.99918,1041.61,3831.68,35.062,37.5,36.625,37.062,37.937,395.17,0,0,1714989211,0,249.13588,0.942538483,-5.92538459,1041.2916,15,1714988986,0.534560185,1714988986,1714988923,135,-0.034,0,0.141,0.135,420,19,1.79,1.34,-3.42848575,-0.25432469,0.174635137,0,0.487517175,-0.051503268,0.012857267,1,1,2,45323,3.14778,2.80802,0.102579,0.104373,0.0992918,0.0989163,26748.4,28131.6,28314.4,29354.8,32836.6,33470.7,40431.1,41600.8,1.8864,1.814,0.100374,0,23.249,999.9,68.6,26.4,23.5233,30.0746,24.1707,1,-0.235732,-0.753943,20.2631,5.23526,11.9009,4.962,3.292,6857.5,9999,9999,118.1,1.85852,1.85382,1.85587,1.85602,1.85577,1.8555,1.85043,1.85257,0,0,0,0,0,iiiiiiii,off,on,off,off,0,100,100,0.141,0.1346,0.141047619,0,0,0,0.134605,0,0,0,-1,-1,-1,-1,3.7,4.8,1.02051,2.50854,1.59424,2.13989,1.50269,2.27905,31.3026,24.2276,18,526.964,518.969,24.9998,24.32,30.0001,24.3658,24.3482,20.4935,19.6739,85.9751,25,420,19.2499,100.964,100.737
6.5.24,54,c,1714989269,11308.4,20240506 12:54:29,0.537835648,none,5557.71,1714989269,0.001316573,1.316572964,8.67147569,416.535,285.6035263,28.83725981,42.05735193,0.114723148,1.955357926,0.111110688,0.06975927,63.8203692,25.77926653,24.8749,3.156039589,59.93031574,1.990119947,3.320723281,1.165919642,-58.06086772,90.14229604,9.7810372,105.6828347,0,0,1,0,24811,-,-,0,0,0,0,-,-,0,0,0,0.5,0,0,0,0,0,0,-,0,0,0,0,0,0,0,0,1,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,399.877,335.89668,0.84,0.1596,2,0.5,0: Broadleaf,2,1714989269,416.535,420.009,19.7101,19.2238,416.394,19.5755,530.793,100.769,0.200551,25.73,24.8749,999.9,0,0,4830,0,0.226619,-3.47443,424.91,428.242,0.486309,420.009,19.2238,1.98616,1.93715,17.3344,16.9398,399.877,1,0,0,248.742,4.99918,1039.2,3828.85,35.625,38.875,37.5,38.937,38.75,394.88,0,0,1714989270,0,248.6272308,1.075965809,-2.658461568,1039.935385,15,1714988986,0.534560185,1714988986,1714988923,135,-0.034,0,0.141,0.135,420,19,1.79,1.34,-3.393954,-0.298597598,0.166900798,0,0.489557375,-0.017481467,0.005205365,1,1,2,45323,3.14712,2.80752,0.102598,0.104393,0.0992814,0.09895,26747.3,28130.7,28313.8,29354.4,32835.9,33469.6,40429.8,41601.1,1.8882,1.8118,0.0990629,0,23.247,999.9,68.6,26.4,23.5188,30.2846,24.6194,1,-0.236341,-0.754466,20.2626,5.23526,11.9021,4.962,3.292,6859,9999,9999,118.1,1.85852,1.85379,1.8558,1.85605,1.85577,1.85547,1.85043,1.85257,0,0,0,0,0,iiiiiiii,off,on,off,off,0,100,100,0.141,0.1346,0.141047619,0,0,0,0.134605,0,0,0,-1,-1,-1,-1,4.7,5.8,1.02051,2.50122,1.59424,2.13745,1.50269,2.35962,31.3026,24.2276,18,528.034,517.482,24.9999,24.3139,30.0001,24.3597,24.3442,20.4972,19.6739,85.9751,25,420,19.2499,100.962,100.737
6.5.24,55,c,1714989329,11368.4,20240506 12:55:29,0.538530093,none,5557.71,1714989329,0.001323641,1.323641245,8.020968439,416.704,295.4815723,29.83183372,42.07045584,0.115147164,2.003283916,0.111592567,0.07005558,63.8492568,25.77763418,24.8744,3.155945421,59.88818423,1.988933138,3.321077711,1.167012284,-58.37257892,92.6000938,9.807409904,107.8841816,0,0,1,0,25975,-,-,0,0,0,0,-,-,0,0,0,0.5,0,0,0,0,0,0,-,0,0,0,0,0,0,0,0,1,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,400.058,336.04872,0.84,0.1596,2,0.5,0: Broadleaf,2,1714989329,416.704,419.932,19.7002,19.2116,416.563,19.5656,531.136,100.76,0.200048,25.7318,24.8744,999.9,0,0,5025,0,0.226619,-3.22729,425.078,428.157,0.488644,419.932,19.2116,1.98499,1.93576,17.3251,16.9284,400.058,1,0,0,246.771,4.99918,1040.23,3830.6,36.187,39.687,38.125,40.375,39.375,395.06,0,0,1714989330,0,247.8494231,-2.798051299,1.394871804,1039.533846,15,1714988986,0.534560185,1714988986,1714988923,135,-0.034,0,0.141,0.135,420,19,1.79,1.34,-3.3737985,0.533799174,0.152436544,0,0.487216375,-0.015728454,0.004662398,1,1,2,45323,3.1475,2.80786,0.102622,0.10437,0.0992377,0.0988971,26748,28131,28315.3,29354,32839,33471.3,40431.6,41600.7,1.8858,1.8122,0.0989139,0,23.249,999.9,68.6,26.4,23.521,29.5346,24.1747,1,-0.237073,-0.757516,20.2631,5.23406,11.9021,4.962,3.292,6860.4,9999,9999,118.1,1.85852,1.85379,1.85577,1.85608,1.85577,1.85547,1.85043,1.85257,0,0,0,0,0,iiiiiiii,off,on,off,off,0,100,100,0.141,0.1346,0.141047619,0,0,0,0.134605,0,0,0,-1,-1,-1,-1,5.7,6.8,1.02051,2.51221,1.59424,2.13745,1.50269,2.28394,31.3026,24.2276,18,526.493,517.707,24.9998,24.3098,30,24.3557,24.3402,20.4997,19.6739,85.6048,25,420,19.2615,100.966,100.736
6.5.24,56,c,1714989389,11428.4,20240506 12:56:29,0.539224537,none,5557.71,1714989389,0.001256933,1.256932754,7.248063471,416.956,301.331949,30.42643428,42.10135823,0.1093273,1.987497608,0.106092868,0.066590672,63.8419152,25.82389647,24.8916,3.159186192,59.94825204,1.993432003,3.325254592,1.165754189,-55.43073447,92.29898506,9.85506697,110.5652328,0,0,1,0,25589,-,-,0,0,0,0,-,-,0,0,0,0.5,0,0,0,0,0,0,-,0,0,0,0,0,0,0,0,1,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,400.012,336.01008,0.84,0.1596,2,0.5,0: Broadleaf,2,1714989389,416.956,419.881,19.7422,19.2785,416.815,19.6076,531.429,100.773,0.200144,25.753,24.8916,999.9,0,0,4960,0,0.226619,-2.92535,425.353,428.135,0.463749,419.881,19.2785,1.98949,1.94275,17.3609,16.9853,400.012,1,0,0,247.63,4.99918,1039.13,3830.15,36.687,40.375,38.625,41.562,39.937,395.01,0,0,1714989390,0,247.3232692,-1.612752073,1.642393134,1039.073846,15,1714988986,0.534560185,1714988986,1714988923,135,-0.034,0,0.141,0.135,420,19,1.79,1.34,-3.2550815,0.651118424,0.187058493,0,0.464573725,0.051896769,0.006147409,1,1,2,45323,3.14784,2.80768,0.102684,0.104376,0.0994063,0.0991606,26747.6,28130.9,28316.8,29354.1,32833.1,33461.1,40432,41600.3,1.8864,1.8132,0.101507,0,23.2236,999.9,68.6,26.4,23.5169,29.6246,24.2508,1,-0.237073,-0.758388,20.2631,5.23526,11.8997,4.9612,3.292,6861.6,9999,9999,118.1,1.85852,1.85379,1.85587,1.85605,1.85577,1.85547,1.85043,1.85257,0,0,0,0,0,iiiiiiii,off,on,off,off,0,100,100,0.141,0.1346,0.141047619,0,0,0,0.134605,0,0,0,-1,-1,-1,-1,6.7,7.8,1.02051,2.51221,1.59424,2.13745,1.50269,2.27173,31.2809,24.2276,18,526.83,518.305,25,24.3058,30,24.3516,24.3341,20.5021,19.3792,85.6048,25,420,19.2707,100.969,100.735
6.5.24,57,c,1714989449,11488.4,20240506 12:57:29,0.539918981,none,5557.71,1714989449,0.00129618,1.296180266,8.162903677,416.777,290.7715369,29.35478468,42.07564201,0.112468977,1.951459891,0.108988061,0.06842131,63.8444688,25.86106417,24.9224,3.164996701,59.81618995,1.995038629,3.335282021,1.169958071,-57.16154971,92.72954293,10.08802099,109.500483,0,0,1,0,24711,-,-,0,0,0,0,-,-,0,0,0,0.5,0,0,0,0,0,0,-,0,0,0,0,0,0,0,0,1,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,400.028,336.02352,0.84,0.1596,2,0.5,0: Broadleaf,2,1714989449,416.777,420.056,19.7617,19.283,416.636,19.6271,530.84,100.754,0.200808,25.8038,24.9224,999.9,0,0,4815,0,0.226619,-3.27893,425.179,428.315,0.478695,420.056,19.283,1.99107,1.94284,17.3735,16.986,400.028,1,0,0,247.491,4.99918,1037.32,3830.31,36.5,39.437,38.25,40,39.437,395.03,0,0,1714989450,0,246.9826538,1.034837596,-5.24410254,1037.848846,15,1714988986,0.534560185,1714988986,1714988923,135,-0.034,0,0.141,0.135,420,19,1.79,1.34,-3.323133902,0.375113101,0.192392728,0,0.47327178,0.025035366,0.004999457,1,1,2,45323,3.14719,2.80772,0.102632,0.10439,0.0994594,0.0991585,26747.6,28129.3,28315.2,29352.9,32829.7,33460.2,40430.2,41599.1,1.8868,1.8128,0.103503,0,23.2216,999.9,68.6,26.4,23.5231,30.1046,24.1987,1,-0.236768,-0.74902,20.2615,5.23526,11.9009,4.962,3.292,6863.1,9999,9999,118.1,1.85852,1.85379,1.8558,1.85602,1.85577,1.85547,1.85043,1.85257,0,0,0,0,0,iiiiiiii,off,on,off,off,0,100,100,0.141,0.1346,0.141047619,0,0,0,0.134605,0,0,0,-1,-1,-1,-1,7.7,8.8,1.02051,2.51343,1.59424,2.13623,1.50269,2.33398,31.3026,24.2276,18,527.08,518.062,25.0006,24.3041,30.0002,24.3516,24.3361,20.5009,19.3792,85.6048,25,420,19.2702,100.964,100.732
6.5.24,58,c,1714989509,11548.4,20240506 12:58:29,0.540613426,none,5557.89,1714989509,0.001257087,1.257087137,7.878445883,416.773,291.1114093,29.39085853,42.07776092,0.108648727,2.047108812,0.105543866,0.066236485,63.8259552,25.88743554,24.9492,3.170060194,59.86260584,1.998338514,3.338208362,1.17172168,-55.43754275,95.95022711,9.952756226,114.2913958,0,0,1,0,27039,-,-,0,0,0,0,-,-,0,0,0,0.5,0,0,0,0,0,0,-,0,0,0,0,0,0,0,0,1,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,399.912,335.92608,0.84,0.1596,2,0.5,0: Broadleaf,2,1714989509,416.773,419.937,19.7932,19.3292,416.632,19.6586,531.123,100.762,0.198861,25.8186,24.9492,999.9,0,0,5205,0,0.226619,-3.1644,425.189,428.214,0.464054,419.937,19.3292,1.99441,1.94765,17.4,17.0251,399.912,1,0,0,246.946,4.99918,1034.22,3829.18,35.312,37.812,36.937,37.375,38.187,394.91,0,0,1714989510,0,247.3189615,-1.024786329,-0.063589774,1035.199231,15,1714988986,0.534560185,1714988986,1714988923,135,-0.034,0,0.141,0.135,420,19,1.79,1.34,-3.35572125,-0.263290244,0.17674836,0,0.46646025,-0.0698837,0.010272609,1,1,2,45323,3.14751,2.8075,0.102634,0.104371,0.0995789,0.0993334,26744.7,28128.4,28312.2,29351.4,32822.9,33452.3,40427.2,41597.3,1.8862,1.8126,0.101805,0,23.2764,999.9,68.6,26.4,23.5193,29.3846,24.2027,1,-0.234268,-0.72963,20.2613,5.22927,11.9009,4.962,3.292,6864.5,9999,9999,118.1,1.85852,1.85379,1.85587,1.85605,1.85577,1.85547,1.85043,1.85263,0,0,0,0,0,iiiiiiii,off,on,off,off,0,100,100,0.141,0.1346,0.141047619,0,0,0,0.134605,0,0,0,-1,-1,-1,-1,8.7,9.8,1.02051,2.51221,1.59424,2.14111,1.50269,2.29614,31.3026,24.2276,18,526.877,518.124,25.0003,24.3282,30.0003,24.3703,24.3562,20.497,19.1012,85.6048,25,420,19.3851,100.956,100.727
